area_type_code,area_code,area_text,display_level,selectable,sort_sequence,unique_code,employment_code,unemployment_code
D,MC5640180000000,"Riverton, WY Micropolitan Statistical Area",0,T,8258,56401,ENU5640110010,LAUST564010000000003
D,MC5640540000000,"Rock Springs, WY Micropolitan Statistical Area",0,T,8259,56405,ENU5640510010,LAUST564050000000003
D,MC5643260000000,"Sheridan, WY Micropolitan Statistical Area",0,T,8260,56432,ENU5643210010,LAUST564320000000003
D,MC7210260000000,"Adjuntas, PR Micropolitan Statistical Area",0,T,8297,72102,ENU7210210010,LAUST721020000000003
D,MC7217620000000,"Coamo, PR Micropolitan Statistical Area",0,T,8298,72176,ENU7217610010,LAUST721760000000003
D,MC7217640000000,"Coco, PR Micropolitan Statistical Area",0,T,8299,72176,ENU7217610010,LAUST721760000000003
D,MC7227580000000,"Jayuya, PR Micropolitan Statistical Area",0,T,8300,72275,ENU7227510010,LAUST722750000000003
D,MC7242180000000,"Santa Isabel, PR Micropolitan Statistical Area",0,T,8301,72421,ENU7242110010,LAUST724210000000003
E,CA0114200000000,"Birmingham-Hoover-Talladega, AL Combined Statistical Area",0,T,27,01142,ENU0114210010,LAUST011420000000003
E,CA0122200000000,"Dothan-Enterprise-Ozark, AL Combined Statistical Area",0,T,28,01222,ENU0122210010,LAUST012220000000003
E,CA0129000000000,"Huntsville-Decatur-Albertville, AL Combined Statistical Area",0,T,29,01290,ENU0129010010,LAUST012900000000003
E,CA0138000000000,"Mobile-Daphne-Fairhope, AL Combined Statistical Area",0,T,30,01380,ENU0138010010,LAUST013800000000003
E,CA0453600000000,"Tucson-Nogales, AZ Combined Statistical Area",0,T,205,04536,ENU0453610010,LAUST045360000000003
E,CA0528400000000,"Hot Springs-Malvern, AR Combined Statistical Area",0,T,279,05284,ENU0528410010,LAUST052840000000003
E,CA0530800000000,"Jonesboro-Paragould, AR Combined Statistical Area",0,T,280,05308,ENU0530810010,LAUST053080000000003
E,CA0534000000000,"Little Rock-North Little Rock, AR Combined Statistical Area",0,T,281,05340,ENU0534010010,LAUST053400000000003
E,CA0626000000000,"Fresno-Madera, CA Combined Statistical Area",0,T,423,06260,ENU0626010010,LAUST062600000000003
E,CA0634800000000,"Los Angeles-Long Beach, CA Combined Statistical Area",0,T,424,06348,ENU0634810010,LAUST063480000000003
E,CA0638200000000,"Modesto-Merced, CA Combined Statistical Area",0,T,425,06382,ENU0638210010,LAUST063820000000003
E,CA0645400000000,"Redding-Red Bluff, CA Combined Statistical Area",0,T,426,06454,ENU0645410010,LAUST064540000000003
E,CA0647200000000,"Sacramento-Roseville, CA Combined Statistical Area",0,T,427,06472,ENU0647210010,LAUST064720000000003
E,CA0648800000000,"San Jose-San Francisco-Oakland, CA Combined Statistical Area",0,T,428,06488,ENU0648810010,LAUST064880000000003
E,CA0654600000000,"Visalia-Porterville-Hanford, CA Combined Statistical Area",0,T,429,06546,ENU0654610010,LAUST065460000000003
E,CA0821600000000,"Denver-Aurora, CO Combined Statistical Area",0,T,790,08216,ENU0821610010,LAUST082160000000003
E,CA0823300000000,"Edwards-Glenwood Springs, CO Combined Statistical Area",0,T,791,08233,ENU0823310010,LAUST082330000000003
E,CA0844400000000,"Pueblo-Canon City, CO Combined Statistical Area",0,T,792,08444,ENU0844410010,LAUST084440000000003
E,CA0852500000000,"Steamboat Springs-Craig, CO Combined Statistical Area",0,T,793,08525,ENU0852510010,LAUST085250000000003
E,CA0972000000000,"Bridgeport-New Haven-Stamford, CT Combined NECTA",0,T,916,09720,ENU0972010010,LAUST097200000000003
E,CA0979000000000,"Springfield-Hartford-West Hartford, MA-CT Combined NECTA",0,T,917,09790,ENU0979010010,LAUST097900000000003
E,CA1154800000000,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",0,T,1115,11548,ENU1154810010,LAUST115480000000003
E,CA1216200000000,"Cape Coral-Fort Myers-Naples, FL Combined Statistical Area",0,T,1152,12162,ENU1216210010,LAUST121620000000003
E,CA1226400000000,"Gainesville-Lake City, FL Combined Statistical Area",0,T,1153,12264,ENU1226410010,LAUST122640000000003
E,CA1230000000000,"Jacksonville-St. Marys-Palatka, FL-GA Combined Statistical Area",0,T,1154,12300,ENU1230010010,LAUST123000000000003
E,CA1237000000000,"Miami-Fort Lauderdale-Port St. Lucie, FL Combined Statistical Area",0,T,1155,12370,ENU1237010010,LAUST123700000000003
E,CA1241200000000,"North Port-Sarasota, FL Combined Statistical Area",0,T,1156,12412,ENU1241210010,LAUST124120000000003
E,CA1242200000000,"Orlando-Deltona-Daytona Beach, FL Combined Statistical Area",0,T,1157,12422,ENU1242210010,LAUST124220000000003
E,CA1242600000000,"Pensacola-Ferry Pass, FL-AL Combined Statistical Area",0,T,1158,12426,ENU1242610010,LAUST124260000000003
E,CA1253300000000,"Tallahassee-Bainbridge, FL-GA Combined Statistical Area",0,T,1159,12533,ENU1253310010,LAUST125330000000003
E,CA1312200000000,"Atlanta--Athens-Clarke County--Sandy Springs, GA Combined Statistical Area",0,T,1369,13122,ENU1312210010,LAUST131220000000003
E,CA1319400000000,"Columbus-Auburn-Opelika, GA-AL Combined Statistical Area",0,T,1370,13194,ENU1319410010,LAUST131940000000003
E,CA1335600000000,"Macon-Bibb County--Warner Robins, GA Combined Statistical Area",0,T,1371,13356,ENU1335610010,LAUST133560000000003
E,CA1347000000000,"Rome-Summerville, GA Combined Statistical Area",0,T,1372,13470,ENU1347010010,LAUST134700000000003
E,CA1349600000000,"Savannah-Hinesville-Statesboro, GA Combined Statistical Area",0,T,1373,13496,ENU1349610010,LAUST134960000000003
E,CA1614700000000,"Boise City-Mountain Home-Ontario, ID-OR Combined Statistical Area",0,T,1609,16147,ENU1614710010,LAUST161470000000003
E,CA1629200000000,"Idaho Falls-Rexburg-Blackfoot, ID Combined Statistical Area",0,T,1610,16292,ENU1629210010,LAUST162920000000003
E,CA1714500000000,"Bloomington-Pontiac, IL Combined Statistical Area",0,T,1708,17145,ENU1714510010,LAUST171450000000003
E,CA1717600000000,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",0,T,1709,17176,ENU1717610010,LAUST171760000000003
E,CA1722100000000,"Dixon-Sterling, IL Combined Statistical Area",0,T,1710,17221,ENU1722110010,LAUST172210000000003
E,CA1742700000000,"Peoria-Canton, IL Combined Statistical Area",0,T,1711,17427,ENU1742710010,LAUST174270000000003
E,CA1744800000000,"Quincy-Hannibal, IL-MO Combined Statistical Area",0,T,1712,17448,ENU1744810010,LAUST174480000000003
E,CA1746600000000,"Rockford-Freeport-Rochelle, IL Combined Statistical Area",0,T,1713,17466,ENU1746610010,LAUST174660000000003
E,CA1752200000000,"Springfield-Jacksonville-Lincoln, IL Combined Statistical Area",0,T,1714,17522,ENU1752210010,LAUST175220000000003
E,CA1814400000000,"Bloomington-Bedford, IN Combined Statistical Area",0,T,1999,18144,ENU1814410010,LAUST181440000000003
E,CA1825800000000,"Fort Wayne-Huntington-Auburn, IN Combined Statistical Area",0,T,2000,18258,ENU1825810010,LAUST182580000000003
E,CA1829400000000,"Indianapolis-Carmel-Muncie, IN Combined Statistical Area",0,T,2001,18294,ENU1829410010,LAUST182940000000003
E,CA1831600000000,"Kokomo-Peru, IN Combined Statistical Area",0,T,2002,18316,ENU1831610010,LAUST183160000000003
E,CA1832000000000,"Lafayette-West Lafayette-Frankfort, IN Combined Statistical Area",0,T,2003,18320,ENU1832010010,LAUST183200000000003
E,CA1845800000000,"Richmond-Connersville, IN Combined Statistical Area",0,T,2004,18458,ENU1845810010,LAUST184580000000003
E,CA1851500000000,"South Bend-Elkhart-Mishawaka, IN-MI Combined Statistical Area",0,T,2005,18515,ENU1851510010,LAUST185150000000003
E,CA1916800000000,"Cedar Rapids-Iowa City, IA Combined Statistical Area",0,T,2167,19168,ENU1916810010,LAUST191680000000003
E,CA1920900000000,"Davenport-Moline, IA-IL Combined Statistical Area",0,T,2168,19209,ENU1920910010,LAUST192090000000003
E,CA1921800000000,"Des Moines-Ames-West Des Moines, IA Combined Statistical Area",0,T,2169,19218,ENU1921810010,LAUST192180000000003
E,CA1942300000000,"Oskaloosa-Pella, IA Combined Statistical Area",0,T,2170,19423,ENU1942310010,LAUST194230000000003
E,CA1951200000000,"Sioux City-Vermillion, IA-SD-NE Combined Statistical Area",0,T,2171,19512,ENU1951210010,LAUST195120000000003
E,CA2035800000000,"Manhattan-Junction City, KS Combined Statistical Area",0,T,2325,20358,ENU2035810010,LAUST203580000000003
E,CA2055600000000,"Wichita-Arkansas City-Winfield, KS Combined Statistical Area",0,T,2326,20556,ENU2055610010,LAUST205560000000003
E,CA2115000000000,"Bowling Green-Glasgow, KY Combined Statistical Area",0,T,2476,21150,ENU2115010010,LAUST211500000000003
E,CA2133600000000,"Lexington-Fayette--Richmond--Frankfort, KY Combined Statistical Area",0,T,2477,21336,ENU2133610010,LAUST213360000000003
E,CA2135000000000,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN Combined Statistical Area",0,T,2478,21350,ENU2135010010,LAUST213500000000003
E,CA2142400000000,"Paducah-Mayfield, KY-IL Combined Statistical Area",0,T,2479,21424,ENU2142410010,LAUST214240000000003
E,CA2221700000000,"DeRidder-Fort Polk South, LA Combined Statistical Area",0,T,2645,22217,ENU2221710010,LAUST222170000000003
E,CA2231800000000,"Lafayette-Opelousas-Morgan City, LA Combined Statistical Area",0,T,2646,22318,ENU2231810010,LAUST223180000000003
E,CA2232400000000,"Lake Charles-Jennings, LA Combined Statistical Area",0,T,2647,22324,ENU2232410010,LAUST223240000000003
E,CA2238400000000,"Monroe-Ruston-Bastrop, LA Combined Statistical Area",0,T,2648,22384,ENU2238410010,LAUST223840000000003
E,CA2240600000000,"New Orleans-Metairie-Hammond, LA-MS Combined Statistical Area",0,T,2649,22406,ENU2240610010,LAUST224060000000003
E,CA2371000000000,"Augusta-Waterville, ME Combined NECTA",0,T,2738,23710,ENU2371010010,LAUST237100000000003
E,CA2377500000000,"Portland-Lewiston-South Portland, ME Combined NECTA",0,T,2739,23775,ENU2377510010,LAUST237750000000003
E,CA2571500000000,"Boston-Worcester-Providence, MA-RI-NH-CT-ME Combined NECTA",0,T,3370,25715,ENU2571510010,LAUST257150000000003
E,CA2577000000000,"Pittsfield-North Adams, MA-VT Combined NECTA",0,T,3371,25770,ENU2577010010,LAUST257700000000003
E,CA2622000000000,"Detroit-Warren-Ann Arbor, MI Combined Statistical Area",0,T,3783,26220,ENU2622010010,LAUST262200000000003
E,CA2626600000000,"Grand Rapids-Wyoming-Muskegon, MI Combined Statistical Area",0,T,3784,26266,ENU2626610010,LAUST262660000000003
E,CA2631000000000,"Kalamazoo-Battle Creek-Portage, MI Combined Statistical Area",0,T,3785,26310,ENU2631010010,LAUST263100000000003
E,CA2633000000000,"Lansing-East Lansing-Owosso, MI Combined Statistical Area",0,T,3786,26330,ENU2633010010,LAUST263300000000003
E,CA2639400000000,"Mount Pleasant-Alma, MI Combined Statistical Area",0,T,3787,26394,ENU2639410010,LAUST263940000000003
E,CA2647400000000,"Saginaw-Midland-Bay City, MI Combined Statistical Area",0,T,3788,26474,ENU2647410010,LAUST264740000000003
E,CA2735900000000,"Mankato-New Ulm-North Mankato, MN Combined Statistical Area",0,T,3996,27359,ENU2735910010,LAUST273590000000003
E,CA2737800000000,"Minneapolis-St. Paul, MN-WI Combined Statistical Area",0,T,3997,27378,ENU2737810010,LAUST273780000000003
E,CA2746200000000,"Rochester-Austin, MN Combined Statistical Area",0,T,3998,27462,ENU2746210010,LAUST274620000000003
E,CA2818500000000,"Cleveland-Indianola, MS Combined Statistical Area",0,T,4168,28185,ENU2818510010,LAUST281850000000003
E,CA2820000000000,"Columbus-West Point, MS Combined Statistical Area",0,T,4169,28200,ENU2820010010,LAUST282000000000003
E,CA2829800000000,"Jackson-Vicksburg-Brookhaven, MS Combined Statistical Area",0,T,4170,28298,ENU2829810010,LAUST282980000000003
E,CA2916400000000,"Cape Girardeau-Sikeston, MO-IL Combined Statistical Area",0,T,4305,29164,ENU2916410010,LAUST291640000000003
E,CA2919000000000,"Columbia-Moberly-Mexico, MO Combined Statistical Area",0,T,4306,29190,ENU2919010010,LAUST291900000000003
E,CA2930900000000,"Joplin-Miami, MO-OK Combined Statistical Area",0,T,4307,29309,ENU2930910010,LAUST293090000000003
E,CA2931200000000,"Kansas City-Overland Park-Kansas City, MO-KS Combined Statistical Area",0,T,4308,29312,ENU2931210010,LAUST293120000000003
E,CA2947600000000,"St. Louis-St. Charles-Farmington, MO-IL Combined Statistical Area",0,T,4309,29476,ENU2947610010,LAUST294760000000003
E,CA2952000000000,"Springfield-Branson, MO Combined Statistical Area",0,T,4310,29520,ENU2952010010,LAUST295200000000003
E,CA3133900000000,"Lincoln-Beatrice, NE Combined Statistical Area",0,T,4557,31339,ENU3133910010,LAUST313390000000003
E,CA3142000000000,"Omaha-Council Bluffs-Fremont, NE-IA Combined Statistical Area",0,T,4558,31420,ENU3142010010,LAUST314200000000003
E,CA3233200000000,"Las Vegas-Henderson, NV-AZ Combined Statistical Area",0,T,4673,32332,ENU3233210010,LAUST323320000000003
E,CA3245600000000,"Reno-Carson City-Fernley, NV Combined Statistical Area",0,T,4674,32456,ENU3245610010,LAUST324560000000003
E,CA3372500000000,"Claremont-Lebanon, NH-VT Combined NECTA",0,T,4709,33725,ENU3372510010,LAUST337250000000003
E,CA3510600000000,"Albuquerque-Santa Fe-Las Vegas, NM Combined Statistical Area",0,T,5144,35106,ENU3510610010,LAUST351060000000003
E,CA3518800000000,"Clovis-Portales, NM Combined Statistical Area",0,T,5145,35188,ENU3518810010,LAUST351880000000003
E,CA3610400000000,"Albany-Schenectady, NY Combined Statistical Area",0,T,5219,36104,ENU3610410010,LAUST361040000000003
E,CA3616000000000,"Buffalo-Cheektowaga, NY Combined Statistical Area",0,T,5220,36160,ENU3616010010,LAUST361600000000003
E,CA3623600000000,"Elmira-Corning, NY Combined Statistical Area",0,T,5221,36236,ENU3623610010,LAUST362360000000003
E,CA3629600000000,"Ithaca-Cortland, NY Combined Statistical Area",0,T,5222,36296,ENU3629610010,LAUST362960000000003
E,CA3640800000000,"New York-Newark, NY-NJ-CT-PA Combined Statistical Area",0,T,5223,36408,ENU3640810010,LAUST364080000000003
E,CA3646400000000,"Rochester-Batavia-Seneca Falls, NY Combined Statistical Area",0,T,5224,36464,ENU3646410010,LAUST364640000000003
E,CA3653200000000,"Syracuse-Auburn, NY Combined Statistical Area",0,T,5225,36532,ENU3653210010,LAUST365320000000003
E,CA3712000000000,"Asheville-Brevard, NC Combined Statistical Area",0,T,5436,37120,ENU3712010010,LAUST371200000000003
E,CA3717200000000,"Charlotte-Concord, NC-SC Combined Statistical Area",0,T,5437,37172,ENU3717210010,LAUST371720000000003
E,CA3724600000000,"Fayetteville-Lumberton-Laurinburg, NC Combined Statistical Area",0,T,5438,37246,ENU3724610010,LAUST372460000000003
E,CA3726800000000,"Greensboro--Winston-Salem--High Point, NC Combined Statistical Area",0,T,5439,37268,ENU3726810010,LAUST372680000000003
E,CA3727400000000,"Greenville-Washington, NC Combined Statistical Area",0,T,5440,37274,ENU3727410010,LAUST372740000000003
E,CA3728000000000,"Hickory-Lenoir, NC Combined Statistical Area",0,T,5441,37280,ENU3728010010,LAUST372800000000003
E,CA3740400000000,"New Bern-Morehead City, NC Combined Statistical Area",0,T,5442,37404,ENU3740410010,LAUST374040000000003
E,CA3745000000000,"Raleigh-Durham-Chapel Hill, NC Combined Statistical Area",0,T,5443,37450,ENU3745010010,LAUST374500000000003
E,CA3746800000000,"Rocky Mount-Wilson-Roanoke Rapids, NC Combined Statistical Area",0,T,5444,37468,ENU3746810010,LAUST374680000000003
E,CA3824400000000,"Fargo-Wahpeton, ND-MN Combined Statistical Area",0,T,5627,38244,ENU3824410010,LAUST382440000000003
E,CA3917800000000,"Cincinnati-Wilmington-Maysville, OH-KY-IN Combined Statistical Area",0,T,5737,39178,ENU3917810010,LAUST391780000000003
E,CA3918400000000,"Cleveland-Akron-Canton, OH Combined Statistical Area",0,T,5738,39184,ENU3918410010,LAUST391840000000003
E,CA3919800000000,"Columbus-Marion-Zanesville, OH Combined Statistical Area",0,T,5739,39198,ENU3919810010,LAUST391980000000003
E,CA3921200000000,"Dayton-Springfield-Sidney, OH Combined Statistical Area",0,T,5740,39212,ENU3921210010,LAUST392120000000003
E,CA3924800000000,"Findlay-Tiffin, OH Combined Statistical Area",0,T,5741,39248,ENU3924810010,LAUST392480000000003
E,CA3933800000000,"Lima-Van Wert-Celina, OH Combined Statistical Area",0,T,5742,39338,ENU3933810010,LAUST393380000000003
E,CA3936000000000,"Mansfield-Ashland-Bucyrus, OH Combined Statistical Area",0,T,5743,39360,ENU3936010010,LAUST393600000000003
E,CA3953400000000,"Toledo-Port Clinton, OH Combined Statistical Area",0,T,5744,39534,ENU3953410010,LAUST395340000000003
E,CA3956600000000,"Youngstown-Warren, OH-PA Combined Statistical Area",0,T,5745,39566,ENU3956610010,LAUST395660000000003
E,CA4041600000000,"Oklahoma City-Shawnee, OK Combined Statistical Area",0,T,5950,40416,ENU4041610010,LAUST404160000000003
E,CA4053800000000,"Tulsa-Muskogee-Bartlesville, OK Combined Statistical Area",0,T,5951,40538,ENU4053810010,LAUST405380000000003
E,CA4114000000000,"Bend-Redmond-Prineville, OR Combined Statistical Area",0,T,6084,41140,ENU4114010010,LAUST411400000000003
E,CA4136600000000,"Medford-Grants Pass, OR Combined Statistical Area",0,T,6085,41366,ENU4136610010,LAUST413660000000003
E,CA4144000000000,"Portland-Vancouver-Salem, OR-WA Combined Statistical Area",0,T,6086,41440,ENU4144010010,LAUST414400000000003
E,CA4214600000000,"Bloomsburg-Berwick-Sunbury, PA Combined Statistical Area",0,T,6201,42146,ENU4214610010,LAUST421460000000003
E,CA4224000000000,"Erie-Meadville, PA Combined Statistical Area",0,T,6202,42240,ENU4224010010,LAUST422400000000003
E,CA4227600000000,"Harrisburg-York-Lebanon, PA Combined Statistical Area",0,T,6203,42276,ENU4227610010,LAUST422760000000003
E,CA4230600000000,"Johnstown-Somerset, PA Combined Statistical Area",0,T,6204,42306,ENU4230610010,LAUST423060000000003
E,CA4242800000000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",0,T,6205,42428,ENU4242810010,LAUST424280000000003
E,CA4243000000000,"Pittsburgh-New Castle-Weirton, PA-OH-WV Combined Statistical Area",0,T,6206,42430,ENU4243010010,LAUST424300000000003
E,CA4252400000000,"State College-DuBois, PA Combined Statistical Area",0,T,6207,42524,ENU4252410010,LAUST425240000000003
E,CA4255800000000,"Williamsport-Lock Haven, PA Combined Statistical Area",0,T,6208,42558,ENU4255810010,LAUST425580000000003
E,CA4519200000000,"Columbia-Orangeburg-Newberry, SC Combined Statistical Area",0,T,6418,45192,ENU4519210010,LAUST451920000000003
E,CA4527300000000,"Greenville-Spartanburg-Anderson, SC Combined Statistical Area",0,T,6419,45273,ENU4527310010,LAUST452730000000003
E,CA4539600000000,"Myrtle Beach-Conway, SC-NC Combined Statistical Area",0,T,6420,45396,ENU4539610010,LAUST453960000000003
E,CA4645200000000,"Rapid City-Spearfish, SD Combined Statistical Area",0,T,6516,46452,ENU4645210010,LAUST464520000000003
E,CA4717400000000,"Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area",0,T,6618,47174,ENU4717410010,LAUST471740000000003
E,CA4729700000000,"Jackson-Brownsville, TN Combined Statistical Area",0,T,6619,47297,ENU4729710010,LAUST472970000000003
E,CA4730400000000,"Johnson City-Kingsport-Bristol, TN-VA Combined Statistical Area",0,T,6620,47304,ENU4730410010,LAUST473040000000003
E,CA4731400000000,"Knoxville-Morristown-Sevierville, TN Combined Statistical Area",0,T,6621,47314,ENU4731410010,LAUST473140000000003
E,CA4736200000000,"Martin-Union City, TN-KY Combined Statistical Area",0,T,6622,47362,ENU4736210010,LAUST473620000000003
E,CA4736800000000,"Memphis-Forrest City, TN-MS-AR Combined Statistical Area",0,T,6623,47368,ENU4736810010,LAUST473680000000003
E,CA4740000000000,"Nashville-Davidson--Murfreesboro, TN Combined Statistical Area",0,T,6624,47400,ENU4740010010,LAUST474000000000003
E,CA4810800000000,"Amarillo-Borger, TX Combined Statistical Area",0,T,6835,48108,ENU4810810010,LAUST481080000000003
E,CA4815400000000,"Brownsville-Harlingen-Raymondville, TX Combined Statistical Area",0,T,6836,48154,ENU4815410010,LAUST481540000000003
E,CA4820400000000,"Corpus Christi-Kingsville-Alice, TX Combined Statistical Area",0,T,6837,48204,ENU4820410010,LAUST482040000000003
E,CA4820600000000,"Dallas-Fort Worth, TX-OK Combined Statistical Area",0,T,6838,48206,ENU4820610010,LAUST482060000000003
E,CA4823800000000,"El Paso-Las Cruces, TX-NM Combined Statistical Area",0,T,6839,48238,ENU4823810010,LAUST482380000000003
E,CA4828800000000,"Houston-The Woodlands, TX Combined Statistical Area",0,T,6840,48288,ENU4828810010,LAUST482880000000003
E,CA4834600000000,"Longview-Marshall, TX Combined Statistical Area",0,T,6841,48346,ENU4834610010,LAUST483460000000003
E,CA4835200000000,"Lubbock-Levelland, TX Combined Statistical Area",0,T,6842,48352,ENU4835210010,LAUST483520000000003
E,CA4836500000000,"McAllen-Edinburg, TX Combined Statistical Area",0,T,6843,48365,ENU4836510010,LAUST483650000000003
E,CA4837200000000,"Midland-Odessa, TX Combined Statistical Area",0,T,6844,48372,ENU4837210010,LAUST483720000000003
E,CA4848400000000,"San Antonio-New Braunfels-Pearsall, TX Combined Statistical Area",0,T,6845,48484,ENU4848410010,LAUST484840000000003
E,CA4854000000000,"Tyler-Jacksonville, TX Combined Statistical Area",0,T,6846,48540,ENU4854010010,LAUST485400000000003
E,CA4854400000000,"Victoria-Port Lavaca, TX Combined Statistical Area",0,T,6847,48544,ENU4854410010,LAUST485440000000003
E,CA4948200000000,"Salt Lake City-Provo-Orem, UT Combined Statistical Area",0,T,7335,49482,ENU4948210010,LAUST494820000000003
E,CA5127700000000,"Harrisonburg-Staunton-Waynesboro, VA Combined Statistical Area",0,T,7707,51277,ENU5127710010,LAUST512770000000003
E,CA5154500000000,"Virginia Beach-Norfolk, VA-NC Combined Statistical Area",0,T,7708,51545,ENU5154510010,LAUST515450000000003
E,CA5339300000000,"Moses Lake-Othello, WA Combined Statistical Area",0,T,7916,53393,ENU5339310010,LAUST533930000000003
E,CA5344600000000,"Pullman-Moscow, WA-ID Combined Statistical Area",0,T,7917,53446,ENU5344610010,LAUST534460000000003
E,CA5350000000000,"Seattle-Tacoma, WA Combined Statistical Area",0,T,7918,53500,ENU5350010010,LAUST535000000000003
E,CA5351800000000,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID Combined Statistical Area",0,T,7919,53518,ENU5351810010,LAUST535180000000003
E,CA5417000000000,"Charleston-Huntington-Ashland, WV-OH-KY Combined Statistical Area",0,T,8024,54170,ENU5417010010,LAUST541700000000003
E,CA5439000000000,"Morgantown-Fairmont, WV Combined Statistical Area",0,T,8025,54390,ENU5439010010,LAUST543900000000003
E,CA5442500000000,"Parkersburg-Marietta-Vienna, WV-OH Combined Statistical Area",0,T,8026,54425,ENU5442510010,LAUST544250000000003
E,CA5511800000000,"Appleton-Oshkosh-Neenah, WI Combined Statistical Area",0,T,8125,55118,ENU5511810010,LAUST551180000000003
E,CA5523200000000,"Eau Claire-Menomonie, WI Combined Statistical Area",0,T,8126,55232,ENU5523210010,LAUST552320000000003
E,CA5526700000000,"Green Bay-Shawano, WI Combined Statistical Area",0,T,8127,55267,ENU5526710010,LAUST552670000000003
E,CA5535700000000,"Madison-Janesville-Beloit, WI Combined Statistical Area",0,T,8128,55357,ENU5535710010,LAUST553570000000003
E,CA5537600000000,"Milwaukee-Racine-Waukesha, WI Combined Statistical Area",0,T,8129,55376,ENU5537610010,LAUST553760000000003
E,CA5555400000000,"Wausau-Stevens Point-Wisconsin Rapids, WI Combined Statistical Area",0,T,8130,55554,ENU5555410010,LAUST555540000000003
E,CA7236400000000,"Mayaguez-San German, PR Combined Statistical Area",0,T,8302,72364,ENU7236410010,LAUST723640000000003
E,CA7243400000000,"Ponce-Coamo-Santa Isabel, PR Combined Statistical Area",0,T,8303,72434,ENU7243410010,LAUST724340000000003
E,CA7249000000000,"San Juan-Carolina, PR Combined Statistical Area",0,T,8304,72490,ENU7249010010,LAUST724900000000003
F,CN0100100000000,"Autauga County, AL",0,T,31,01001,ENU0100110010,LAUST010010000000003
F,CN0100300000000,"Baldwin County, AL",0,T,32,01003,ENU0100310010,LAUST010030000000003
F,CN0100500000000,"Barbour County, AL",0,T,33,01005,ENU0100510010,LAUST010050000000003
F,CN0100700000000,"Bibb County, AL",0,T,34,01007,ENU0100710010,LAUST010070000000003
F,CN0100900000000,"Blount County, AL",0,T,35,01009,ENU0100910010,LAUST010090000000003
F,CN0101100000000,"Bullock County, AL",0,T,36,01011,ENU0101110010,LAUST010110000000003
F,CN0101300000000,"Butler County, AL",0,T,37,01013,ENU0101310010,LAUST010130000000003
F,CN0101500000000,"Calhoun County, AL",0,T,38,01015,ENU0101510010,LAUST010150000000003
F,CN0101700000000,"Chambers County, AL",0,T,39,01017,ENU0101710010,LAUST010170000000003
F,CN0101900000000,"Cherokee County, AL",0,T,40,01019,ENU0101910010,LAUST010190000000003
F,CN0102100000000,"Chilton County, AL",0,T,41,01021,ENU0102110010,LAUST010210000000003
F,CN0102300000000,"Choctaw County, AL",0,T,42,01023,ENU0102310010,LAUST010230000000003
F,CN0102500000000,"Clarke County, AL",0,T,43,01025,ENU0102510010,LAUST010250000000003
F,CN0102700000000,"Clay County, AL",0,T,44,01027,ENU0102710010,LAUST010270000000003
F,CN0102900000000,"Cleburne County, AL",0,T,45,01029,ENU0102910010,LAUST010290000000003
F,CN0103100000000,"Coffee County, AL",0,T,46,01031,ENU0103110010,LAUST010310000000003
F,CN0103300000000,"Colbert County, AL",0,T,47,01033,ENU0103310010,LAUST010330000000003
F,CN0103500000000,"Conecuh County, AL",0,T,48,01035,ENU0103510010,LAUST010350000000003
F,CN0103700000000,"Coosa County, AL",0,T,49,01037,ENU0103710010,LAUST010370000000003
F,CN0103900000000,"Covington County, AL",0,T,50,01039,ENU0103910010,LAUST010390000000003
F,CN0104100000000,"Crenshaw County, AL",0,T,51,01041,ENU0104110010,LAUST010410000000003
F,CN0104300000000,"Cullman County, AL",0,T,52,01043,ENU0104310010,LAUST010430000000003
F,CN0104500000000,"Dale County, AL",0,T,53,01045,ENU0104510010,LAUST010450000000003
F,CN0104700000000,"Dallas County, AL",0,T,54,01047,ENU0104710010,LAUST010470000000003
F,CN0104900000000,"DeKalb County, AL",0,T,55,01049,ENU0104910010,LAUST010490000000003
F,CN0105100000000,"Elmore County, AL",0,T,56,01051,ENU0105110010,LAUST010510000000003
F,CN0105300000000,"Escambia County, AL",0,T,57,01053,ENU0105310010,LAUST010530000000003
F,CN0105500000000,"Etowah County, AL",0,T,58,01055,ENU0105510010,LAUST010550000000003
F,CN0105700000000,"Fayette County, AL",0,T,59,01057,ENU0105710010,LAUST010570000000003
F,CN0105900000000,"Franklin County, AL",0,T,60,01059,ENU0105910010,LAUST010590000000003
F,CN0106100000000,"Geneva County, AL",0,T,61,01061,ENU0106110010,LAUST010610000000003
F,CN0106300000000,"Greene County, AL",0,T,62,01063,ENU0106310010,LAUST010630000000003
F,CN0106500000000,"Hale County, AL",0,T,63,01065,ENU0106510010,LAUST010650000000003
F,CN0106700000000,"Henry County, AL",0,T,64,01067,ENU0106710010,LAUST010670000000003
F,CN0106900000000,"Houston County, AL",0,T,65,01069,ENU0106910010,LAUST010690000000003
F,CN0107100000000,"Jackson County, AL",0,T,66,01071,ENU0107110010,LAUST010710000000003
