area_type_code,area_code,area_text,display_level,selectable,sort_sequence,unique_code,employment_code,unemployment_code
B,MT0133660000000,"Mobile, AL Metropolitan Statistical Area",0,T,11,1336,ENU0133610010,LAUCN013360000000003
B,MT0133860000000,"Montgomery, AL Metropolitan Statistical Area",0,T,12,1338,ENU0133810010,LAUCN013380000000003
B,MT0146220000000,"Tuscaloosa, AL Metropolitan Statistical Area",0,T,13,1462,ENU0146210010,LAUCN014620000000003
B,MT0211260000000,"Anchorage, AK Metropolitan Statistical Area",0,T,150,2112,ENU0211210010,LAUCN021120000000003
B,MT0221820000000,"Fairbanks, AK Metropolitan Statistical Area",0,T,151,2218,ENU0221810010,LAUCN022180000000003
B,MT0422380000000,"Flagstaff, AZ Metropolitan Statistical Area",0,T,194,4223,ENU0422310010,LAUCN042230000000003
B,MT0429420000000,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",0,T,195,4294,ENU0429410010,LAUCN042940000000003
B,MT0438060000000,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",0,T,196,4380,ENU0438010010,LAUCN043800000000003
B,MT0439140000000,"Prescott, AZ Metropolitan Statistical Area",0,T,197,4391,ENU0439110010,LAUCN043910000000003
B,MT0443420000000,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",0,T,198,4434,ENU0443410010,LAUCN044340000000003
B,MT0446060000000,"Tucson, AZ Metropolitan Statistical Area",0,T,199,4460,ENU0446010010,LAUCN044600000000003
B,MT0449740000000,"Yuma, AZ Metropolitan Statistical Area",0,T,200,4497,ENU0449710010,LAUCN044970000000003
B,MT0522220000000,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",0,T,258,5222,ENU0522210010,LAUCN052220000000003
B,MT0522900000000,"Fort Smith, AR-OK Metropolitan Statistical Area",0,T,259,5229,ENU0522910010,LAUCN052290000000003
B,MT0526300000000,"Hot Springs, AR Metropolitan Statistical Area",0,T,260,5263,ENU0526310010,LAUCN052630000000003
B,MT0527860000000,"Jonesboro, AR Metropolitan Statistical Area",0,T,261,5278,ENU0527810010,LAUCN052780000000003
B,MT0530780000000,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",0,T,262,5307,ENU0530710010,LAUCN053070000000003
B,MT0538220000000,"Pine Bluff, AR Metropolitan Statistical Area",0,T,263,5382,ENU0538210010,LAUCN053820000000003
B,MT0612540000000,"Bakersfield, CA Metropolitan Statistical Area",0,T,384,6125,ENU0612510010,LAUCN061250000000003
B,MT0617020000000,"Chico, CA Metropolitan Statistical Area",0,T,385,6170,ENU0617010010,LAUCN061700000000003
B,MT0620940000000,"El Centro, CA Metropolitan Statistical Area",0,T,386,6209,ENU0620910010,LAUCN062090000000003
B,MT0623420000000,"Fresno, CA Metropolitan Statistical Area",0,T,387,6234,ENU0623410010,LAUCN062340000000003
B,MT0625260000000,"Hanford-Corcoran, CA Metropolitan Statistical Area",0,T,388,6252,ENU0625210010,LAUCN062520000000003
B,MT0631080000000,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",0,T,389,6310,ENU0631010010,LAUCN063100000000003
B,MT0631460000000,"Madera, CA Metropolitan Statistical Area",0,T,390,6314,ENU0631410010,LAUCN063140000000003
B,MT0632900000000,"Merced, CA Metropolitan Statistical Area",0,T,391,6329,ENU0632910010,LAUCN063290000000003
B,MT0633700000000,"Modesto, CA Metropolitan Statistical Area",0,T,392,6337,ENU0633710010,LAUCN063370000000003
B,MT0634900000000,"Napa, CA Metropolitan Statistical Area",0,T,393,6349,ENU0634910010,LAUCN063490000000003
B,MT0637100000000,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",0,T,394,6371,ENU0637110010,LAUCN063710000000003
B,MT0639820000000,"Redding, CA Metropolitan Statistical Area",0,T,395,6398,ENU0639810010,LAUCN063980000000003
B,MT0640140000000,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",0,T,396,6401,ENU0640110010,LAUCN064010000000003
B,MT0640900000000,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",0,T,397,6409,ENU0640910010,LAUCN064090000000003
B,MT0641500000000,"Salinas, CA Metropolitan Statistical Area",0,T,398,6415,ENU0641510010,LAUCN064150000000003
B,MT0641740000000,"San Diego-Carlsbad, CA Metropolitan Statistical Area",0,T,399,6417,ENU0641710010,LAUCN064170000000003
B,MT0641860000000,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",0,T,400,6418,ENU0641810010,LAUCN064180000000003
B,MT0641940000000,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",0,T,401,6419,ENU0641910010,LAUCN064190000000003
B,MT0642020000000,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metropolitan Statistical Area",0,T,402,6420,ENU0642010010,LAUCN064200000000003
B,MT0642100000000,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",0,T,403,6421,ENU0642110010,LAUCN064210000000003
B,MT0642200000000,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",0,T,404,6422,ENU0642210010,LAUCN064220000000003
B,MT0642220000000,"Santa Rosa, CA Metropolitan Statistical Area",0,T,405,6422,ENU0642210010,LAUCN064220000000003
B,MT0644700000000,"Stockton-Lodi, CA Metropolitan Statistical Area",0,T,406,6447,ENU0644710010,LAUCN064470000000003
B,MT0646700000000,"Vallejo-Fairfield, CA Metropolitan Statistical Area",0,T,407,6467,ENU0646710010,LAUCN064670000000003
B,MT0647300000000,"Visalia-Porterville, CA Metropolitan Statistical Area",0,T,408,6473,ENU0647310010,LAUCN064730000000003
B,MT0649700000000,"Yuba City, CA Metropolitan Statistical Area",0,T,409,6497,ENU0649710010,LAUCN064970000000003
B,MT0814500000000,"Boulder, CO Metropolitan Statistical Area",0,T,773,8145,ENU0814510010,LAUCN081450000000003
B,MT0817820000000,"Colorado Springs, CO Metropolitan Statistical Area",0,T,774,8178,ENU0817810010,LAUCN081780000000003
B,MT0819740000000,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",0,T,775,8197,ENU0819710010,LAUCN081970000000003
B,MT0822660000000,"Fort Collins, CO Metropolitan Statistical Area",0,T,776,8226,ENU0822610010,LAUCN082260000000003
B,MT0824300000000,"Grand Junction, CO Metropolitan Statistical Area",0,T,777,8243,ENU0824310010,LAUCN082430000000003
B,MT0824540000000,"Greeley, CO Metropolitan Statistical Area",0,T,778,8245,ENU0824510010,LAUCN082450000000003
B,MT0839380000000,"Pueblo, CO Metropolitan Statistical Area",0,T,779,8393,ENU0839310010,LAUCN083930000000003
B,MT0971950000000,"Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA",0,T,909,9719,ENU0971910010,LAUCN097190000000003
B,MT0972850000000,"Danbury, CT Metropolitan NECTA",0,T,910,9728,ENU0972810010,LAUCN097280000000003
B,MT0973450000000,"Hartford-West Hartford-East Hartford, CT Metropolitan NECTA",0,T,911,9734,ENU0973410010,LAUCN097340000000003
B,MT0975700000000,"New Haven, CT Metropolitan NECTA",0,T,912,9757,ENU0975710010,LAUCN097570000000003
B,MT0976450000000,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA",0,T,913,9764,ENU0976410010,LAUCN097640000000003
B,MT0978700000000,"Waterbury, CT Metropolitan NECTA",0,T,914,9787,ENU0978710010,LAUCN097870000000003
B,MT1020100000000,"Dover, DE Metropolitan Statistical Area",0,T,1101,10201,ENU1020110010,LAUMT10201000000000003
B,MT1041540000000,"Salisbury, MD-DE Metropolitan Statistical Area",0,T,1102,10415,ENU1041510010,LAUMT10415000000000003
B,MT1147900000000,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",0,T,1113,11479,ENU1147910010,LAUMT11479000000000003
B,MT1215980000000,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",0,T,1120,12159,ENU1215910010,LAUMT12159000000000003
B,MT1218880000000,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",0,T,1121,12188,ENU1218810010,LAUMT12188000000000003
B,MT1219660000000,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",0,T,1122,12196,ENU1219610010,LAUMT12196000000000003
B,MT1223540000000,"Gainesville, FL Metropolitan Statistical Area",0,T,1123,12235,ENU1223510010,LAUMT12235000000000003
B,MT1226140000000,"Homosassa Springs, FL Metropolitan Statistical Area",0,T,1124,12261,ENU1226110010,LAUMT12261000000000003
B,MT1227260000000,"Jacksonville, FL Metropolitan Statistical Area",0,T,1125,12272,ENU1227210010,LAUMT12272000000000003
B,MT1229460000000,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",0,T,1126,12294,ENU1229410010,LAUMT12294000000000003
B,MT1233100000000,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",0,T,1127,12331,ENU1233110010,LAUMT12331000000000003
B,MT1234940000000,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",0,T,1128,12349,ENU1234910010,LAUMT12349000000000003
B,MT1235840000000,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",0,T,1129,12358,ENU1235810010,LAUMT12358000000000003
B,MT1236100000000,"Ocala, FL Metropolitan Statistical Area",0,T,1130,12361,ENU1236110010,LAUMT12361000000000003
B,MT1236740000000,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",0,T,1131,12367,ENU1236710010,LAUMT12367000000000003
B,MT1237340000000,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",0,T,1132,12373,ENU1237310010,LAUMT12373000000000003
B,MT1237460000000,"Panama City, FL Metropolitan Statistical Area",0,T,1133,12374,ENU1237410010,LAUMT12374000000000003
B,MT1237860000000,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",0,T,1134,12378,ENU1237810010,LAUMT12378000000000003
B,MT1238940000000,"Port St. Lucie, FL Metropolitan Statistical Area",0,T,1135,12389,ENU1238910010,LAUMT12389000000000003
B,MT1239460000000,"Punta Gorda, FL Metropolitan Statistical Area",0,T,1136,12394,ENU1239410010,LAUMT12394000000000003
B,MT1242680000000,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",0,T,1137,12426,ENU1242610010,LAUMT12426000000000003
B,MT1242700000000,"Sebring, FL Metropolitan Statistical Area",0,T,1138,12427,ENU1242710010,LAUMT12427000000000003
B,MT1245220000000,"Tallahassee, FL Metropolitan Statistical Area",0,T,1139,12452,ENU1245210010,LAUMT12452000000000003
B,MT1245300000000,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",0,T,1140,12453,ENU1245310010,LAUMT12453000000000003
B,MT1245540000000,"The Villages, FL Metropolitan Statistical Area",0,T,1141,12455,ENU1245510010,LAUMT12455000000000003
B,MT1310500000000,"Albany, GA Metropolitan Statistical Area",0,T,1332,13105,ENU1310510010,LAUMT13105000000000003
B,MT1312020000000,"Athens-Clarke County, GA Metropolitan Statistical Area",0,T,1333,13120,ENU1312010010,LAUMT13120000000000003
B,MT1312060000000,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",0,T,1334,13120,ENU1312010010,LAUMT13120000000000003
B,MT1312260000000,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",0,T,1335,13122,ENU1312210010,LAUMT13122000000000003
B,MT1315260000000,"Brunswick, GA Metropolitan Statistical Area",0,T,1336,13152,ENU1315210010,LAUMT13152000000000003
B,MT1317980000000,"Columbus, GA-AL Metropolitan Statistical Area",0,T,1337,13179,ENU1317910010,LAUMT13179000000000003
B,MT1319140000000,"Dalton, GA Metropolitan Statistical Area",0,T,1338,13191,ENU1319110010,LAUMT13191000000000003
B,MT1323580000000,"Gainesville, GA Metropolitan Statistical Area",0,T,1339,13235,ENU1323510010,LAUMT13235000000000003
B,MT1325980000000,"Hinesville, GA Metropolitan Statistical Area",0,T,1340,13259,ENU1325910010,LAUMT13259000000000003
B,MT1331420000000,"Macon-Bibb County, GA Metropolitan Statistical Area",0,T,1341,13314,ENU1331410010,LAUMT13314000000000003
B,MT1340660000000,"Rome, GA Metropolitan Statistical Area",0,T,1342,13406,ENU1340610010,LAUMT13406000000000003
B,MT1342340000000,"Savannah, GA Metropolitan Statistical Area",0,T,1343,13423,ENU1342310010,LAUMT13423000000000003
B,MT1346660000000,"Valdosta, GA Metropolitan Statistical Area",0,T,1344,13466,ENU1346610010,LAUMT13466000000000003
B,MT1347580000000,"Warner Robins, GA Metropolitan Statistical Area",0,T,1345,13475,ENU1347510010,LAUMT13475000000000003
B,MT1527980000000,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",0,T,1586,15279,ENU1527910010,LAUMT15279000000000003
B,MT1546520000000,"Urban Honolulu, HI Metropolitan Statistical Area",0,T,1587,15465,ENU1546510010,LAUMT15465000000000003
B,MT1614260000000,"Boise City, ID Metropolitan Statistical Area",0,T,1596,16142,ENU1614210010,LAUMT16142000000000003
B,MT1617660000000,"Coeur d'Alene, ID Metropolitan Statistical Area",0,T,1597,16176,ENU1617610010,LAUMT16176000000000003
B,MT1626820000000,"Idaho Falls, ID Metropolitan Statistical Area",0,T,1598,16268,ENU1626810010,LAUMT16268000000000003
B,MT1630300000000,"Lewiston, ID-WA Metropolitan Statistical Area",0,T,1599,16303,ENU1630310010,LAUMT16303000000000003
B,MT1638540000000,"Pocatello, ID Metropolitan Statistical Area",0,T,1600,16385,ENU1638510010,LAUMT16385000000000003
B,MT1646300000000,"Twin Falls, ID Metropolitan Statistical Area",0,T,1601,16463,ENU1646310010,LAUMT16463000000000003
B,MT1714010000000,"Bloomington, IL Metropolitan Statistical Area",0,T,1677,17140,ENU1714010010,LAUMT17140000000000003
B,MT1716060000000,"Carbondale-Marion, IL Metropolitan Statistical Area",0,T,1678,17160,ENU1716010010,LAUMT17160000000000003
B,MT1716580000000,"Champaign-Urbana, IL Metropolitan Statistical Area",0,T,1679,17165,ENU1716510010,LAUMT17165000000000003
B,MT1716980000000,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",0,T,1680,17169,ENU1716910010,LAUMT17169000000000003
B,MT1719180000000,"Danville, IL Metropolitan Statistical Area",0,T,1681,17191,ENU1719110010,LAUMT17191000000000003
B,MT1719340000000,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",0,T,1682,17193,ENU1719310010,LAUMT17193000000000003
B,MT1719500000000,"Decatur, IL Metropolitan Statistical Area",0,T,1683,17195,ENU1719510010,LAUMT17195000000000003
B,MT1728100000000,"Kankakee, IL Metropolitan Statistical Area",0,T,1684,17281,ENU1728110010,LAUMT17281000000000003
B,MT1737900000000,"Peoria, IL Metropolitan Statistical Area",0,T,1685,17379,ENU1737910010,LAUMT17379000000000003
B,MT1740420000000,"Rockford, IL Metropolitan Statistical Area",0,T,1686,17404,ENU1740410010,LAUMT17404000000000003
B,MT1744100000000,"Springfield, IL Metropolitan Statistical Area",0,T,1687,17441,ENU1744110010,LAUMT17441000000000003
B,MT1814020000000,"Bloomington, IN Metropolitan Statistical Area",0,T,1962,18140,ENU1814010010,LAUMT18140000000000003
B,MT1818020000000,"Columbus, IN Metropolitan Statistical Area",0,T,1963,18180,ENU1818010010,LAUMT18180000000000003
B,MT1821140000000,"Elkhart-Goshen, IN Metropolitan Statistical Area",0,T,1964,18211,ENU1821110010,LAUMT18211000000000003
B,MT1821780000000,"Evansville, IN-KY Metropolitan Statistical Area",0,T,1965,18217,ENU1821710010,LAUMT18217000000000003
B,MT1823060000000,"Fort Wayne, IN Metropolitan Statistical Area",0,T,1966,18230,ENU1823010010,LAUMT18230000000000003
B,MT1826900000000,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",0,T,1967,18269,ENU1826910010,LAUMT18269000000000003
B,MT1829020000000,"Kokomo, IN Metropolitan Statistical Area",0,T,1968,18290,ENU1829010010,LAUMT18290000000000003
B,MT1829200000000,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",0,T,1969,18292,ENU1829210010,LAUMT18292000000000003
B,MT1833140000000,"Michigan City-La Porte, IN Metropolitan Statistical Area",0,T,1970,18331,ENU1833110010,LAUMT18331000000000003
B,MT1834620000000,"Muncie, IN Metropolitan Statistical Area",0,T,1971,18346,ENU1834610010,LAUMT18346000000000003
B,MT1843780000000,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",0,T,1972,18437,ENU1843710010,LAUMT18437000000000003
B,MT1845460000000,"Terre Haute, IN Metropolitan Statistical Area",0,T,1973,18454,ENU1845410010,LAUMT18454000000000003
B,MT1911180000000,"Ames, IA Metropolitan Statistical Area",0,T,2143,19111,ENU1911110010,LAUMT19111000000000003
B,MT1916300000000,"Cedar Rapids, IA Metropolitan Statistical Area",0,T,2144,19163,ENU1916310010,LAUMT19163000000000003
B,MT1919780000000,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",0,T,2145,19197,ENU1919710010,LAUMT19197000000000003
B,MT1920220000000,"Dubuque, IA Metropolitan Statistical Area",0,T,2146,19202,ENU1920210010,LAUMT19202000000000003
B,MT1926980000000,"Iowa City, IA Metropolitan Statistical Area",0,T,2147,19269,ENU1926910010,LAUMT19269000000000003
B,MT1943580000000,"Sioux City, IA-NE-SD Metropolitan Statistical Area",0,T,2148,19435,ENU1943510010,LAUMT19435000000000003
B,MT1947940000000,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",0,T,2149,19479,ENU1947910010,LAUMT19479000000000003
B,MT2029940000000,"Lawrence, KS Metropolitan Statistical Area",0,T,2305,20299,ENU2029910010,LAUMT20299000000000003
B,MT2031740000000,"Manhattan, KS Metropolitan Statistical Area",0,T,2306,20317,ENU2031710010,LAUMT20317000000000003
B,MT2045820000000,"Topeka, KS Metropolitan Statistical Area",0,T,2307,20458,ENU2045810010,LAUMT20458000000000003
B,MT2048620000000,"Wichita, KS Metropolitan Statistical Area",0,T,2308,20486,ENU2048610010,LAUMT20486000000000003
B,MT2114540000000,"Bowling Green, KY Metropolitan Statistical Area",0,T,2455,21145,ENU2114510010,LAUMT21145000000000003
B,MT2121060000000,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",0,T,2456,21210,ENU2121010010,LAUMT21210000000000003
B,MT2130460000000,"Lexington-Fayette, KY Metropolitan Statistical Area",0,T,2457,21304,ENU2130410010,LAUMT21304000000000003
B,MT2131140000000,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",0,T,2458,21311,ENU2131110010,LAUMT21311000000000003
B,MT2136980000000,"Owensboro, KY Metropolitan Statistical Area",0,T,2459,21369,ENU2136910010,LAUMT21369000000000003
B,MT2210780000000,"Alexandria, LA Metropolitan Statistical Area",0,T,2627,22107,ENU2210710010,LAUMT22107000000000003
B,MT2212940000000,"Baton Rouge, LA Metropolitan Statistical Area",0,T,2628,22129,ENU2212910010,LAUMT22129000000000003
B,MT2225220000000,"Hammond, LA Metropolitan Statistical Area",0,T,2629,22252,ENU2225210010,LAUMT22252000000000003
B,MT2226380000000,"Houma-Thibodaux, LA Metropolitan Statistical Area",0,T,2630,22263,ENU2226310010,LAUMT22263000000000003
B,MT2229180000000,"Lafayette, LA Metropolitan Statistical Area",0,T,2631,22291,ENU2229110010,LAUMT22291000000000003
B,MT2229340000000,"Lake Charles, LA Metropolitan Statistical Area",0,T,2632,22293,ENU2229310010,LAUMT22293000000000003
B,MT2233740000000,"Monroe, LA Metropolitan Statistical Area",0,T,2633,22337,ENU2233710010,LAUMT22337000000000003
B,MT2235380000000,"New Orleans-Metairie, LA Metropolitan Statistical Area",0,T,2634,22353,ENU2235310010,LAUMT22353000000000003
B,MT2243340000000,"Shreveport-Bossier City, LA Metropolitan Statistical Area",0,T,2635,22433,ENU2243310010,LAUMT22433000000000003
B,MT2370750000000,"Bangor, ME Metropolitan NECTA",0,T,2731,23707,ENU2370710010,LAUMT23707000000000003
B,MT2374650000000,"Lewiston-Auburn, ME Metropolitan NECTA",0,T,2732,23746,ENU2374610010,LAUMT23746000000000003
B,MT2376750000000,"Portland-South Portland, ME Metropolitan NECTA",0,T,2733,23767,ENU2376710010,LAUMT23767000000000003
B,MT2412580000000,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",0,T,3303,24125,ENU2412510010,LAUMT24125000000000003
B,MT2415680000000,"California-Lexington Park, MD Metropolitan Statistical Area",0,T,3304,24156,ENU2415610010,LAUMT24156000000000003
B,MT2419060000000,"Cumberland, MD-WV Metropolitan Statistical Area",0,T,3305,24190,ENU2419010010,LAUMT24190000000000003
B,MT2425180000000,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",0,T,3306,24251,ENU2425110010,LAUMT24251000000000003
B,MT2570900000000,"Barnstable Town, MA Metropolitan NECTA",0,T,3350,25709,ENU2570910010,LAUMT25709000000000003
B,MT2571650000000,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",0,T,3351,25716,ENU2571610010,LAUMT25716000000000003
B,MT2574500000000,"Leominster-Gardner, MA Metropolitan NECTA",0,T,3352,25745,ENU2574510010,LAUMT25745000000000003
B,MT2575550000000,"New Bedford, MA Metropolitan NECTA",0,T,3353,25755,ENU2575510010,LAUMT25755000000000003
B,MT2576600000000,"Pittsfield, MA Metropolitan NECTA",0,T,3354,25766,ENU2576610010,LAUMT25766000000000003
B,MT2578100000000,"Springfield, MA-CT Metropolitan NECTA",0,T,3355,25781,ENU2578110010,LAUMT25781000000000003
B,MT2579600000000,"Worcester, MA-CT Metropolitan NECTA",0,T,3356,25796,ENU2579610010,LAUMT25796000000000003
B,MT2611460000000,"Ann Arbor, MI Metropolitan Statistical Area",0,T,3748,26114,ENU2611410010,LAUMT26114000000000003
B,MT2612980000000,"Battle Creek, MI Metropolitan Statistical Area",0,T,3749,26129,ENU2612910010,LAUMT26129000000000003
B,MT2613020000000,"Bay City, MI Metropolitan Statistical Area",0,T,3750,26130,ENU2613010010,LAUMT26130000000000003
B,MT2619820000000,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",0,T,3751,26198,ENU2619810010,LAUMT26198000000000003
